pid,level,season,actual,w,had_history,changed_level,lgavg,repeat,marcel,nwbb_v1,reliability,side
5468,JUCO,2023,0.30139,228.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6084,JUCO,2023,0.361076,228.0,True,False,0.3235109207029769,0.2734319098405972,0.3042504829235955,0.2999517288320218,0.4597315436241611,bat
6023,JUCO,2023,0.332342,226.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4628,D1,2023,0.43713,225.0,True,False,0.35250525354441364,0.29165671739305365,0.32867983817585933,0.3212908074540292,0.49489795918367346,bat
4689,D3,2023,0.596964,224.0,True,False,0.35876016049604104,0.6308062516395574,0.4829611425502477,0.5186829555757404,0.7656960873521383,bat
5869,JUCO,2023,0.341636,224.0,True,False,0.3235109207029769,0.31965590984059716,0.3212645565380002,0.32114527469673604,0.46688741721854304,bat
5688,D2,2023,0.351198,223.0,True,True,0.3509219938954643,0.3548063859420637,0.34644374722771704,0.3452857412443022,0.6359338061465721,bat
5874,JUCO,2023,0.39473,223.0,True,False,0.3235109207029769,0.3027219098405972,0.31538124941510925,0.31378854365172026,0.44482758620689655,bat
6307,JUCO,2023,0.404753,223.0,True,False,0.3235109207029769,0.2992889098405972,0.3135239799513437,0.3115367659264809,0.47039473684210525,bat
4786,NAIA,2023,0.386425,222.0,False,False,0.3615986850856476,0.3706840136098968,0.3642135332453988,0.3649072516053636,0.0,bat
3978,JUCO,2023,0.363744,221.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5546,D1,2023,0.347327,220.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.3500810632526357,0.0,bat
6086,JUCO,2023,0.385434,220.0,True,False,0.3235109207029769,0.2909019098405972,0.3084488152454514,0.29665542130571215,0.6016823354774864,bat
6162,JUCO,2023,0.424862,218.0,True,False,0.3235109207029769,0.3749679098405972,0.3443810060721802,0.34931892687258487,0.5165165165165165,bat
7373,D1,2023,0.37907,218.0,True,True,0.35250525354441364,0.38997371739305364,0.3641757894784774,0.3456759030755231,0.5895522388059701,bat
5705,D2,2023,0.386468,218.0,True,False,0.3509219938954643,0.4193463859420637,0.374981517911417,0.3794079305025346,0.6949286846275753,bat
3876,NAIA,2023,0.387628,217.0,True,False,0.3615986850856476,0.3702075580266851,0.3640301543186219,0.36465145539254784,0.5368731563421829,bat
6351,JUCO,2023,0.321429,217.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5377,JUCO,2023,0.333084,217.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3145,D2,2023,0.378465,216.0,False,False,0.3509219938954643,0.3557448710062285,0.3513635120781798,0.3509888999171721,0.0,bat
7389,D1,2023,0.399074,216.0,True,False,0.35250525354441364,0.4287477173930537,0.38205818261813307,0.38961384844063385,0.5086848635235732,bat
3942,D2,2023,0.310493,216.0,False,False,0.3509219938954643,0.3557448710062285,0.3513635120781798,0.3509888999171721,0.0,bat
6069,JUCO,2023,0.332227,216.0,True,False,0.3235109207029769,0.3345429098405972,0.32573516769340066,0.3174895369164161,0.4707429322813938,bat
4018,JUCO,2023,0.334402,215.0,True,False,0.3235109207029769,0.3381449098405972,0.3251454597338781,0.32553566831462855,0.6496953872932986,bat
3947,D2,2023,0.365399,215.0,True,True,0.3509219938954643,0.3974863859420637,0.36184108085004424,0.3586859302839832,0.2509727626459144,bat
5642,NAIA,2023,0.374178,214.0,True,True,0.3615986850856476,0.31263355802668513,0.36109516120467755,0.35268459850560796,0.47951200106086733,bat
6018,JUCO,2023,0.465377,214.0,True,False,0.3235109207029769,0.4116329098405972,0.36392466398874523,0.37221919389381297,0.5636856368563685,bat
8267,NAIA,2023,0.383785,214.0,True,False,0.3615986850856476,0.3947345580266851,0.3751604886278042,0.3795179573385625,0.6075,bat
5583,D1,2023,0.338381,213.0,True,False,0.35250525354441364,0.30939571739305366,0.324164986486378,0.32543063476666867,0.6928327645051194,bat
5334,JUCO,2023,0.348915,213.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4629,D1,2023,0.406524,213.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.35366928671729136,0.3333333333333333,bat
3982,JUCO,2023,0.340149,213.0,True,False,0.3235109207029769,0.2966209098405972,0.3135325101300093,0.310488587800307,0.43309859154929575,bat
3940,D2,2023,0.387286,212.0,True,True,0.3509219938954643,0.3322623859420637,0.34569796847304524,0.3426531529915994,0.24122979897516753,bat
3286,JUCO,2023,0.382844,212.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6258,JUCO,2023,0.384882,211.0,True,False,0.3235109207029769,0.2799999098405972,0.3115030999980977,0.3085383664742494,0.34285714285714286,bat
3498,JUCO,2023,0.331185,211.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4683,D1,2023,0.352057,211.0,True,False,0.35250525354441364,0.34633471739305366,0.34219567835613623,0.33899568450135553,0.641434262948207,bat
3028,JUCO,2023,0.368708,211.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3573,JUCO,2023,0.432571,210.0,True,False,0.3235109207029769,0.2927159098405972,0.3136879304234482,0.3114915051803767,0.3831417624521073,bat
5529,D1,2023,0.334265,210.0,True,False,0.35250525354441364,0.27490171739305364,0.3184511076592771,0.3084445671980776,0.5469107551487414,bat
6635,NAIA,2023,0.405217,210.0,True,False,0.3615986850856476,0.4682625580266851,0.3751193982699169,0.3681037695347674,0.42825928623452286,bat
4089,D3,2023,0.458852,209.0,True,False,0.35876016049604104,0.3941562516395574,0.37007517092391967,0.37710104266235744,0.5231481481481481,bat
6159,JUCO,2023,0.410625,208.0,True,False,0.3235109207029769,0.2724099098405972,0.31375325404019005,0.34108871918022665,0.36514195583596215,bat
5205,JUCO,2023,0.394532,208.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5058,JUCO,2023,0.336329,208.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3818,JUCO,2023,0.385862,207.0,True,False,0.3235109207029769,0.3191669098405972,0.3206089754742083,0.3203091281216561,0.5386819484240688,bat
5202,JUCO,2023,0.3086,207.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5641,NAIA,2023,0.494638,207.0,True,True,0.3615986850856476,0.4196845580266851,0.38976566490522613,0.39546952417587994,0.659790240097079,bat
4645,JUCO,2023,0.357463,206.0,True,False,0.3235109207029769,0.3321759098405972,0.3258623192018696,0.3263308917749279,0.49243379571248425,bat
5905,JUCO,2023,0.337913,206.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6218,JUCO,2023,0.342647,206.0,True,False,0.3235109207029769,0.3986599098405972,0.34756952825614973,0.3544642372331434,0.4166666666666667,bat
3911,NAIA,2023,0.370585,206.0,True,True,0.3615986850856476,0.3864295580266851,0.37213577612487025,0.3674509108641492,0.5237806357680175,bat
6279,JUCO,2023,0.373005,205.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4802,D2,2023,0.32775,204.0,True,False,0.3509219938954643,0.40290738594206366,0.38557132739016947,0.39227950101096004,0.6892655367231638,bat
3778,D3,2023,0.39745,204.0,True,False,0.35876016049604104,0.39288725163955746,0.3712529660182741,0.37815236955860837,0.582995951417004,bat
5868,JUCO,2023,0.329412,204.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4929,D3,2023,0.414483,204.0,True,False,0.35876016049604104,0.42739725163955744,0.3804634532519583,0.38993046608478277,0.6660181582360571,bat
3491,JUCO,2023,0.407537,203.0,True,False,0.3235109207029769,0.35588090984059717,0.33621505908652494,0.3393776548801657,0.513595166163142,bat
4087,D3,2023,0.355961,203.0,True,False,0.35876016049604104,0.3622752516395574,0.35956994622439586,0.3605669521745457,0.44919786096256686,bat
5724,D2,2023,0.410754,202.0,True,False,0.3509219938954643,0.3522423859420637,0.36492788326617476,0.36729648245230057,0.696491919590067,bat
3486,D1,2023,0.356931,202.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.3500810632526357,0.0,bat
6066,JUCO,2023,0.363668,202.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4072,JUCO,2023,0.314513,202.0,True,False,0.3235109207029769,0.3715919098405972,0.33830277103203055,0.34280880775689626,0.40808823529411764,bat
6278,JUCO,2023,0.306939,201.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5776,D3,2023,0.53155,200.0,True,False,0.35876016049604104,0.48527225163955745,0.4304901949040445,0.45472734088627387,0.745049504950495,bat
5807,D3,2023,0.473503,200.0,True,False,0.35876016049604104,0.42516725163955743,0.41080499977930374,0.41787307566119675,0.8231456043956044,bat
4930,D3,2023,0.306667,199.0,True,False,0.35876016049604104,0.3293932516395574,0.33378295567240335,0.3271177715583199,0.6882566585956417,bat
3485,JUCO,2023,0.368615,199.0,True,False,0.3235109207029769,0.3581119098405972,0.3395612229977763,0.34279841499338076,0.5882352941176471,bat
3889,NAIA,2023,0.372602,198.0,True,False,0.3615986850856476,0.3726715580266851,0.36494120205473246,0.3659346591808111,0.5169230769230769,bat
6277,JUCO,2023,0.267423,198.0,True,False,0.3235109207029769,0.3424599098405972,0.3313534176464343,0.3331921135247441,0.5613079019073569,bat
6703,JUCO,2023,0.348418,198.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4853,JUCO,2023,0.337744,198.0,True,False,0.3235109207029769,0.3680809098405972,0.3445909655711813,0.34874729044694097,0.5903307888040712,bat
6145,JUCO,2023,0.375051,198.0,True,False,0.3235109207029769,0.3444389098405972,0.3304830878507402,0.32842389828067026,0.5873910814966684,bat
2842,JUCO,2023,0.288912,197.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5946,JUCO,2023,0.293711,197.0,True,False,0.3235109207029769,0.2456939098405972,0.305782755288972,0.3007911328012542,0.29385964912280704,bat
5178,JUCO,2023,0.357292,197.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3511,JUCO,2023,0.351804,197.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5643,NAIA,2023,0.345258,196.0,True,False,0.3615986850856476,0.2960485580266851,0.33739096524040846,0.32667803276473206,0.5012706480304956,bat
6633,NAIA,2023,0.422165,195.0,True,False,0.3615986850856476,0.3765545580266851,0.3642135332453988,0.3649072516053636,0.0,bat
5297,JUCO,2023,0.311026,195.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6310,JUCO,2023,0.400105,195.0,True,False,0.3235109207029769,0.2990769098405972,0.31744829413959885,0.31621636192008573,0.30303030303030304,bat
3781,D1,2023,0.352872,195.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.3500810632526357,0.0,bat
5777,D3,2023,0.390674,195.0,True,False,0.35876016049604104,0.4062872516395574,0.3729446316050481,0.3795779425486936,0.7490253411306043,bat
6316,JUCO,2023,0.353109,194.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3910,NAIA,2023,0.393093,194.0,True,False,0.3615986850856476,0.2423235580266851,0.33261181985764143,0.3165173973180417,0.376984126984127,bat
3794,D1,2023,0.412938,194.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.3500810632526357,0.0,bat
7846,D2,2023,0.479534,193.0,True,False,0.3509219938954643,0.21839138594206367,0.3215965510051035,0.30764624463025786,0.31555555555555553,bat
4928,D3,2023,0.409016,193.0,True,False,0.35876016049604104,0.38334125163955746,0.36620150873052887,0.3711379332004625,0.507177033492823,bat
3856,NAIA,2023,0.366895,193.0,True,False,0.3615986850856476,0.3345395580266851,0.3542301901371572,0.3499369733600782,0.4141791044776119,bat
5999,JUCO,2023,0.379,193.0,True,False,0.3235109207029769,0.3508439098405972,0.33509322046561474,0.3377288836949401,0.554016620498615,bat
3946,JUCO,2023,0.339734,193.0,True,False,0.3235109207029769,0.2774099098405972,0.3089067463263894,0.30436589605060926,0.38783269961977185,bat
4719,JUCO,2023,0.303053,192.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5625,NAIA,2023,0.316283,191.0,False,False,0.3615986850856476,0.3706840136098968,0.3642135332453988,0.3649072516053636,0.0,bat
5560,D1,2023,0.276283,191.0,True,False,0.35250525354441364,0.34289671739305366,0.3481437267081894,0.3459427442222715,0.5086848635235732,bat
5725,D2,2023,0.404074,191.0,True,False,0.3509219938954643,0.3944573859420637,0.37973524804673553,0.38493368418662405,0.7052067381316999,bat
4648,D1,2023,0.327527,191.0,True,False,0.35250525354441364,0.31679671739305365,0.33648562033606544,0.3290708039754913,0.6341463414634145,bat
6389,JUCO,2023,0.363141,191.0,True,False,0.3235109207029769,0.3432699098405972,0.331294029335932,0.33325140297182154,0.5360230547550432,bat
5707,D2,2023,0.346064,190.0,True,False,0.3509219938954643,0.3611013859420637,0.35147605938549936,0.3511296018346782,0.6245733788395904,bat
4792,NAIA,2023,0.374339,190.0,False,False,0.3615986850856476,0.3706840136098968,0.3642135332453988,0.3622751730803298,0.284412032816773,bat
6116,JUCO,2023,0.353386,189.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6000,JUCO,2023,0.355114,189.0,True,False,0.3235109207029769,0.2815139098405972,0.31352070931328285,0.311033996356182,0.3,bat
4312,JUCO,2023,0.368182,189.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5474,JUCO,2023,0.304595,188.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6349,JUCO,2023,0.365955,187.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5808,D3,2023,0.506524,187.0,True,False,0.35876016049604104,0.4248022516395574,0.39363361224043397,0.39624039222252594,0.7844286312264546,bat
3555,D1,2023,0.311444,187.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.3500810632526357,0.0,bat
4016,JUCO,2023,0.371202,186.0,True,False,0.3235109207029769,0.4058159098405972,0.35172913594672467,0.3563732910064124,0.6486250545613269,bat
4063,D3,2023,0.382688,186.0,True,False,0.35876016049604104,0.36544225163955746,0.3606024155078094,0.3621828537672976,0.6083650190114068,bat
4938,D3,2023,0.488162,185.0,False,False,0.35876016049604104,0.36422785559546866,0.3600990389092234,0.3614440576948481,0.0,bat
5957,JUCO,2023,0.315444,185.0,True,False,0.3235109207029769,0.3175139098405972,0.319785952648383,0.3193140763232537,0.5490196078431373,bat
3746,D1,2023,0.455459,185.0,False,False,0.35250525354441364,0.3510320469990867,0.3513574956478251,0.3500810632526357,0.0,bat
5809,D3,2023,0.392,185.0,True,False,0.35876016049604104,0.35504825163955744,0.3567469363410536,0.35632239025163587,0.5579399141630901,bat
4000,JUCO,2023,0.295667,184.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3581,D2,2023,0.44962,184.0,False,False,0.3509219938954643,0.3557448710062285,0.3513635120781798,0.3509888999171721,0.0,bat
6003,JUCO,2023,0.359721,184.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3976,D2,2023,0.432404,184.0,True,True,0.3509219938954643,0.3469413859420637,0.3474967218419126,0.3422595801508604,0.4391842680262199,bat
6085,JUCO,2023,0.357542,183.0,True,False,0.3235109207029769,0.2568539098405972,0.30898762549061115,0.3049631094295275,0.28125,bat
4757,NAIA,2023,0.353989,183.0,True,False,0.3615986850856476,0.3575835580266851,0.36010295955947985,0.3588991116309941,0.4586206896551724,bat
5371,JUCO,2023,0.309556,182.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6636,NAIA,2023,0.350899,182.0,True,False,0.3615986850856476,0.3630005580266851,0.3632319984498303,0.363267395854638,0.21342685370741485,bat
5353,JUCO,2023,0.296457,182.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
5939,JUCO,2023,0.265028,182.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6297,JUCO,2023,0.300278,181.0,True,False,0.3235109207029769,0.36700990984059717,0.3587761806413,0.3685062614528084,0.4245889921372409,bat
5670,NAIA,2023,0.370276,181.0,True,True,0.3615986850856476,0.41492955802668513,0.3818134325694608,0.38802820065238536,0.5427539608574091,bat
7844,NAIA,2023,0.419724,181.0,False,False,0.3615986850856476,0.3706840136098968,0.3642135332453988,0.3649072516053636,0.0,bat
5965,JUCO,2023,0.353978,181.0,True,False,0.3235109207029769,0.3072429098405972,0.31652464889988297,0.3154947753986984,0.6204620462046204,bat
3914,NAIA,2023,0.412265,181.0,True,True,0.3615986850856476,0.3871635580266851,0.3706832137376318,0.34972998517630155,0.5599775784753364,bat
5904,JUCO,2023,0.27381,181.0,True,False,0.3235109207029769,0.29371090984059717,0.31229656872337314,0.3099109853325104,0.4409722222222222,bat
5395,JUCO,2023,0.377542,180.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
3563,JUCO,2023,0.355028,179.0,True,False,0.3235109207029769,0.3289829098405972,0.3250869518148928,0.3256445966174035,0.5740740740740741,bat
4848,D2,2023,0.35882,179.0,True,False,0.3509219938954643,0.3551993859420637,0.34741079860282814,0.34606444000844905,0.6310493531384762,bat
4850,JUCO,2023,0.312069,178.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
4785,NAIA,2023,0.470743,178.0,False,False,0.3615986850856476,0.3706840136098968,0.3642135332453988,0.3649072516053636,0.0,bat
3854,NAIA,2023,0.490395,178.0,True,True,0.3615986850856476,0.2047375580266851,0.34344981522787593,0.3406249983404469,0.13717300505605629,bat
5738,D2,2023,0.367247,178.0,False,False,0.3509219938954643,0.3557448710062285,0.3513635120781798,0.3509888999171721,0.0,bat
5964,JUCO,2023,0.220229,177.0,True,False,0.3235109207029769,0.2766779098405972,0.30326759787005386,0.29907951397927945,0.5061349693251533,bat
6006,JUCO,2023,0.297356,177.0,True,False,0.3235109207029769,0.2905539098405972,0.3085438732377819,0.3056106732292736,0.5194029850746269,bat
3497,JUCO,2023,0.355444,176.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6414,JUCO,2023,0.307184,176.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
6107,JUCO,2023,0.307299,176.0,True,False,0.3235109207029769,0.2994149098405972,0.3229756158177827,0.32307505701512135,0.6096023278370515,bat
4990,D3,2023,0.419205,176.0,True,False,0.35876016049604104,0.37663025163955743,0.36523992846117725,0.3689892415999972,0.6083650190114068,bat
5857,D3,2023,0.373771,176.0,True,False,0.35876016049604104,0.41844225163955745,0.3826533483745937,0.3945066249793113,0.6098484848484849,bat
5232,JUCO,2023,0.295497,175.0,False,False,0.3235109207029769,0.32595783851009563,0.3236323263586391,0.32319437028744896,0.0,bat
