name,team,level,class_last,reliability,player_id,canonical_id,season,last_season,last_n,proj_woba,proj_woba_p10,proj_woba_p90,periph_adj,proj_k_pct,proj_bb_pct,proj_iso,proj_babip,proj_hr_pa,proj_avg,proj_obp
Joshua Carter-Herrera,Shoreline,JUCO,So,0.321,1126,1126,2027,2026,88,0.3223,0.2513,0.3933,0.0006,0.1297,0.1282,0.0647,0.2985,0.0061,0.2427,0.3648
Lucas Tiernan,Clark,JUCO,Fr,0.372,815,815,2027,2026,110,0.3221,0.2516,0.3925,0.0,0.2091,0.1127,0.0945,0.3189,0.0087,0.2553,0.3466
Ryson Waalani,Umpqua,JUCO,Fr,0.275,4535,5668,2027,2025,88,0.3221,0.2506,0.3936,0.0,0.1603,0.1143,0.0875,0.3089,0.0064,0.2514,0.3536
Connor Bullard,Shoreline,JUCO,So,0.346,4456,4456,2027,2025,123,0.3221,0.2514,0.3929,0.0,0.1742,0.1114,0.0925,0.3106,0.006,0.2515,0.3512
Taddeo Ituarte,Clark,JUCO,Fr,0.4,814,814,2027,2026,124,0.322,0.2518,0.3922,0.0001,0.1435,0.1111,0.0753,0.3063,0.006,0.2534,0.3597
Elliott Taylor,Columbia Basin,JUCO,Fr,0.392,4295,4295,2027,2025,89,0.322,0.2517,0.3922,0.0,0.2747,0.1412,0.0936,0.3168,0.0095,0.2325,0.3594
Yacel Limonta,Pierce,JUCO,So,0.545,1086,1086,2027,2026,130,0.322,0.2534,0.3907,0.0002,0.1538,0.1033,0.08,0.3056,0.0073,0.2533,0.3581
Josiah Gooding,Olympic,JUCO,Fr,0.413,1069,1069,2027,2026,131,0.3219,0.2518,0.3919,-0.0007,0.2603,0.1117,0.1156,0.3254,0.0108,0.2511,0.3425
Clayton Crooks,Tacoma,JUCO,Fr,0.244,1217,1217,2027,2026,60,0.3218,0.25,0.3936,-0.001,0.2489,0.1117,0.0719,0.3261,0.0065,0.2475,0.3644
Elliot Oster,Bellevue,JUCO,So,0.611,641,641,2027,2026,193,0.3217,0.2537,0.3897,0.0005,0.1772,0.1024,0.0874,0.3136,0.0086,0.2578,0.3491
Caden Kuhnert,Umpqua,JUCO,Fr,0.331,1269,1269,2027,2026,92,0.3217,0.2508,0.3926,0.0012,0.1378,0.0948,0.0729,0.3136,0.0062,0.263,0.3512
Santiago Herrera,Edmonds,JUCO,Fr,0.455,893,893,2027,2026,155,0.3214,0.2518,0.391,0.001,0.1444,0.1023,0.0872,0.3135,0.0081,0.2654,0.3475
Sam Bayliss,Clackamas,JUCO,So,0.534,790,790,2027,2026,154,0.3212,0.2524,0.39,0.0002,0.1436,0.1054,0.0679,0.3042,0.0054,0.2527,0.3615
Jalen King,Spokane,JUCO,Fr,0.577,100,100,2027,2025,226,0.3212,0.2528,0.3895,0.0,0.1103,0.0943,0.0687,0.3112,0.0068,0.2724,0.3536
Billy Kooy,Bellevue,JUCO,Fr,0.265,643,643,2027,2026,67,0.3211,0.2495,0.3927,-0.0011,0.2184,0.1156,0.0885,0.3208,0.0064,0.2536,0.3545
Colton Hitt,Shoreline,JUCO,Fr,0.197,4455,4455,2027,2025,57,0.321,0.2487,0.3933,0.0,0.2031,0.1271,0.0745,0.3152,0.0066,0.251,0.3605
T Gray,SW Oregon,JUCO,,0.364,24,24,2027,2025,133,0.321,0.2504,0.3915,0.0,0.1563,0.1008,0.0575,0.326,0.005,0.2746,0.359
Dylan Kakuda,Walla Walla,JUCO,So,0.534,1293,1293,2027,2026,89,0.321,0.2523,0.3898,0.0002,0.1352,0.142,0.072,0.2917,0.0074,0.2401,0.3652
Shiloh Wilson,Umpqua,JUCO,Fr,0.482,1266,1266,2027,2026,173,0.3208,0.2515,0.3902,0.0016,0.0997,0.1027,0.0887,0.297,0.0057,0.2541,0.3411
Trevor Ratliff,Umpqua,JUCO,So,0.433,1263,1263,2027,2026,142,0.3207,0.2509,0.3906,0.0015,0.1548,0.1081,0.1126,0.2901,0.0129,0.239,0.3394
Brave Johnson,Mt. Hood,JUCO,Fr,0.265,1044,1044,2027,2026,67,0.3207,0.2491,0.3923,0.0001,0.1678,0.1188,0.0753,0.3121,0.0064,0.2545,0.3545
Brock Makishima,UPS,D3,Jr,0.626,3193,3193,2027,2026,78,0.3207,0.2528,0.3885,-0.0005,0.2014,0.0841,0.1081,0.3251,0.0135,0.2729,0.3466
Ryan Moore,Wenatchee Valley,JUCO,Fr,0.503,114,3235,2027,2025,136,0.3206,0.2514,0.3897,0.0,0.1374,0.1177,0.071,0.3038,0.0056,0.253,0.3602
Ross Kelley,Lower Columbia,JUCO,Fr,0.279,1014,1014,2027,2026,72,0.3206,0.2492,0.392,0.0004,0.2175,0.1137,0.0736,0.3197,0.0064,0.2514,0.3591
Trey Allen,Treasure Valley,JUCO,So,0.244,1239,1239,2027,2026,60,0.3205,0.2487,0.3923,0.0,0.2006,0.1297,0.0814,0.3089,0.0063,0.242,0.3572
Alex Lavasser,Wenatchee Valley,JUCO,So,0.238,1318,1318,2027,2026,58,0.3205,0.2486,0.3923,-0.0008,0.21,0.1272,0.091,0.312,0.0063,0.2451,0.356
Luca DiPaolo,Gonzaga,D1,Sr,0.429,3557,3557,2027,2026,67,0.3204,0.2505,0.3903,-0.0006,0.2277,0.083,0.1517,0.322,0.022,0.2589,0.3298
Caleb Dale,Clark,JUCO,Fr,0.321,812,812,2027,2026,88,0.3204,0.2494,0.3914,-0.0004,0.1468,0.1294,0.0609,0.3003,0.0062,0.2417,0.3634
Ervin Dorsett III,Mt. Hood,JUCO,So,0.496,1042,1042,2027,2026,128,0.3204,0.2512,0.3896,0.0007,0.1837,0.1027,0.0707,0.31,0.0055,0.2472,0.3565
Joaquin Velez-Fucal,Blue Mountain,JUCO,Fr,0.558,4205,2872,2027,2025,123,0.3204,0.2519,0.389,0.0,0.2083,0.1115,0.0931,0.3073,0.007,0.2416,0.3557
Jake Bustamante,Spokane,JUCO,Fr,0.25,1182,1182,2027,2026,62,0.3202,0.2484,0.3919,0.0013,0.1409,0.1043,0.0712,0.3063,0.0065,0.2524,0.3576
Chandler Stocking,C of I,NAIA,Sr,0.641,3878,3878,2027,2025,160,0.3201,0.2524,0.3878,0.0,0.1117,0.0951,0.1121,0.304,0.0157,0.2526,0.3465
Kaiden Weakley,Big Bend,JUCO,Fr,0.369,661,661,2027,2026,109,0.32,0.2495,0.3905,-0.0005,0.1802,0.1273,0.075,0.3073,0.0061,0.2455,0.3611
Isaac Watson,Centralia,JUCO,Fr,0.218,620,620,2027,2026,52,0.3198,0.2477,0.3919,0.0004,0.2005,0.1352,0.091,0.2991,0.0096,0.2361,0.3559
Joel Fernandez,Pierce,JUCO,Fr,0.422,108,3549,2027,2025,170,0.3197,0.2497,0.3896,0.0,0.1636,0.1049,0.0866,0.3105,0.0078,0.2579,0.3482
Ty Iddon,Tacoma,JUCO,So,0.558,1207,1207,2027,2026,170,0.3197,0.2511,0.3882,0.001,0.1358,0.1164,0.0791,0.2973,0.0072,0.2511,0.3566
Diego Dickson,Yakima Valley,JUCO,So,0.415,1350,1350,2027,2026,132,0.3196,0.2495,0.3896,0.0014,0.1843,0.1216,0.0829,0.3124,0.0058,0.2511,0.3529
AJ Glenn,Big Bend,JUCO,So,0.244,660,660,2027,2026,60,0.3196,0.2478,0.3914,-0.0008,0.2072,0.1364,0.0651,0.3115,0.0063,0.243,0.3651
Sam Giansante,Linn-Benton,JUCO,Fr,0.258,4377,4377,2027,2025,81,0.3195,0.2478,0.3911,0.0,0.1973,0.1164,0.0655,0.3091,0.0064,0.2416,0.3583
Jameson Connolly,Olympic,JUCO,Fr,0.314,1068,1068,2027,2026,85,0.3194,0.2484,0.3905,0.0005,0.1835,0.1306,0.0707,0.3113,0.0063,0.2494,0.3601
Jacob Ricks,Shoreline,JUCO,Fr,0.303,1111,1111,2027,2026,81,0.3193,0.2481,0.3905,0.0002,0.1764,0.1136,0.0671,0.3111,0.0063,0.2512,0.3581
Quinn Walters,Douglas,JUCO,So,0.366,4305,4305,2027,2025,134,0.319,0.2484,0.3895,0.0,0.1663,0.1133,0.0858,0.3082,0.008,0.2537,0.3517
Luke Echlebarger,Blue Mountain,JUCO,Fr,0.421,705,705,2027,2026,135,0.319,0.249,0.3889,0.0006,0.1449,0.1557,0.0582,0.2898,0.0059,0.2308,0.3658
Jase Pashales,Clark,JUCO,So,0.621,79,79,2027,2026,163,0.319,0.2511,0.3869,0.0007,0.1543,0.0987,0.0923,0.2973,0.0099,0.2476,0.3417
Bobby Trigg,Bellevue,JUCO,So,0.508,636,636,2027,2026,108,0.3189,0.2498,0.3879,0.0009,0.1214,0.1118,0.084,0.2992,0.0076,0.2537,0.35
Andrew Roberts,Wenatchee Valley,JUCO,So,0.211,1325,1325,2027,2025,62,0.3188,0.2467,0.391,0.0,0.1843,0.1101,0.0882,0.3089,0.0088,0.2505,0.3483
Dioscoro Gama,Douglas,JUCO,Fr,0.397,4303,4303,2027,2025,153,0.3187,0.2485,0.389,0.0,0.2347,0.111,0.1012,0.315,0.01,0.2463,0.3456
Skyler Roque-Sunahara,Warner Pacific,NAIA,Sr,0.437,2946,2946,2027,2026,62,0.3185,0.2487,0.3883,-0.0,0.177,0.0975,0.0929,0.3272,0.0121,0.2629,0.3486
Kolten Lindstrom,Linn-Benton,JUCO,Fr,0.502,69,69,2027,2025,165,0.3185,0.2493,0.3876,0.0,0.1533,0.0958,0.078,0.3139,0.0073,0.2642,0.3457
Jordan Araiza,Mt. Hood,JUCO,Fr,0.497,1043,1043,2027,2026,184,0.3184,0.2493,0.3876,0.0004,0.1134,0.1094,0.0877,0.2829,0.0056,0.231,0.3497
Gunner Wilhelm,Treasure Valley,JUCO,Fr,0.544,4515,4515,2027,2025,172,0.3183,0.2496,0.387,0.0,0.1816,0.1091,0.0858,0.3141,0.0087,0.2551,0.3505
Trey Gray,SW Oregon,JUCO,Fr,0.457,4479,4479,2027,2025,138,0.3182,0.2486,0.3877,0.0,0.1434,0.0979,0.0627,0.3215,0.0058,0.2739,0.3487
Shannon Pando,Blue Mountain,JUCO,Fr,0.426,708,708,2027,2026,138,0.3179,0.248,0.3878,-0.0002,0.1297,0.1017,0.0652,0.3047,0.0059,0.2533,0.3503
Josh Hankins,Gonzaga,D1,Sr,0.618,3779,3779,2027,2025,239,0.3177,0.2497,0.3856,0.0,0.151,0.0973,0.0943,0.3172,0.0125,0.2671,0.3468
Camden Gillespie,Edmonds,JUCO,Fr,0.532,4315,4315,2027,2025,144,0.3175,0.2487,0.3863,0.0,0.2238,0.1247,0.0863,0.3032,0.0082,0.2315,0.354
Alvin Chang,Bellevue,JUCO,Fr,0.279,648,648,2027,2026,72,0.3175,0.2461,0.3889,0.0016,0.1868,0.1201,0.0693,0.3023,0.0064,0.2392,0.3591
Seth Willy,Linn-Benton,JUCO,So,0.42,997,997,2027,2026,89,0.3174,0.2474,0.3874,0.0005,0.2318,0.1213,0.1004,0.2959,0.0082,0.2251,0.344
Aiden Metzker,Umpqua,JUCO,So,0.486,1265,1265,2027,2026,131,0.3172,0.2479,0.3865,0.0003,0.2121,0.0987,0.0593,0.3101,0.0055,0.2403,0.3592
Gannon McGeen,Shoreline,JUCO,Fr,0.429,4454,3369,2027,2025,115,0.3171,0.2472,0.387,0.0,0.1666,0.1137,0.0815,0.3027,0.0088,0.2474,0.3524
Nolan Webster,Big Bend,JUCO,So,0.285,664,664,2027,2026,74,0.3171,0.2457,0.3885,-0.001,0.2076,0.1115,0.0766,0.3167,0.0062,0.2529,0.3536
Kieran Cabral,Wenatchee Valley,JUCO,So,0.363,1317,1317,2027,2026,63,0.3171,0.2465,0.3877,0.0001,0.2118,0.1251,0.0991,0.3024,0.0085,0.2368,0.3475
Easton Marshall,Lower Columbia,JUCO,So,0.228,4391,4391,2027,2026,55,0.3171,0.2451,0.389,0.0006,0.1459,0.1116,0.0661,0.3052,0.0063,0.2484,0.3562
Lucien Paz,Skagit,JUCO,Fr,0.293,1146,1146,2027,2026,77,0.3171,0.2458,0.3884,-0.0004,0.2047,0.1182,0.078,0.31,0.0063,0.2423,0.3523
Carsen Mann,Edmonds,JUCO,So,0.551,898,898,2027,2026,228,0.317,0.2484,0.3857,0.0012,0.1061,0.1039,0.0711,0.3075,0.0053,0.2657,0.3494
Drew De La Cruz,Bellevue,JUCO,So,0.57,93,93,2027,2025,158,0.317,0.2486,0.3854,0.0,0.1103,0.1162,0.0568,0.3022,0.0052,0.2586,0.3582
Alan Babcock,Douglas,JUCO,So,0.263,876,876,2027,2025,83,0.3169,0.2453,0.3885,0.0,0.2406,0.1096,0.093,0.3187,0.0086,0.2491,0.3446
Tyden Whitfield,Lane,JUCO,So,0.466,103,103,2027,2025,141,0.3168,0.2473,0.3863,0.0,0.1645,0.1237,0.0559,0.3114,0.0056,0.2523,0.3527
Noah Thein,Wash. St.,D1,Sr,0.381,3544,3544,2027,2026,74,0.3168,0.2465,0.3872,0.0,0.2573,0.1068,0.0972,0.3158,0.0144,0.2381,0.3443
Cam Hammer,Willamette,D3,Fr,0.418,3463,3463,2027,2026,92,0.3167,0.2467,0.3867,-0.0008,0.1552,0.0782,0.0956,0.3214,0.0112,0.2778,0.3375
Jagger Ruhter,Blue Mountain,JUCO,So,0.202,4203,4203,2027,2025,59,0.3164,0.2441,0.3886,0.0,0.205,0.1138,0.0764,0.3169,0.0064,0.2532,0.3484
Mike Singleton,Shoreline,JUCO,Fr,0.518,71,71,2027,2025,176,0.3164,0.2474,0.3853,0.0,0.1655,0.1072,0.0898,0.3031,0.0089,0.2496,0.3438
Raniero Gonzalez,Grays Harbor,JUCO,Fr,0.218,955,955,2027,2026,52,0.3163,0.2443,0.3884,-0.0016,0.1656,0.125,0.0792,0.3044,0.0066,0.2441,0.3559
Colin Schiller,Warner Pacific,NAIA,Sr,0.666,2937,2937,2027,2026,139,0.3162,0.2488,0.3836,-0.001,0.1482,0.0898,0.0768,0.3195,0.0077,0.2634,0.3521
Xavier Streadbeck,Columbia Basin,JUCO,Fr,0.398,4287,4287,2027,2025,90,0.3162,0.246,0.3864,0.0,0.1807,0.1284,0.0615,0.3019,0.006,0.2385,0.3608
Dylan Oelker,Shoreline,JUCO,Fr,0.379,4447,4447,2027,2025,96,0.3158,0.2454,0.3862,0.0,0.1966,0.1009,0.0803,0.3118,0.0061,0.2486,0.35
Beckett Ensminger,Walla Walla,JUCO,So,0.613,89,89,2027,2026,139,0.3157,0.2477,0.3837,-0.0005,0.1944,0.1084,0.0759,0.3119,0.0079,0.2521,0.3527
Sebastian Contreras,Lane,JUCO,Fr,0.486,979,979,2027,2026,176,0.3156,0.2463,0.3849,0.0017,0.1134,0.0971,0.0733,0.3099,0.0057,0.2668,0.3438
Chris Larrosa,Grays Harbor,JUCO,Fr,0.238,948,948,2027,2026,58,0.3156,0.2437,0.3874,-0.0016,0.2189,0.1425,0.0849,0.2939,0.0065,0.223,0.3593
Jackson May,Bellevue,JUCO,Fr,0.612,4170,4170,2027,2025,218,0.3154,0.2474,0.3833,0.0,0.1501,0.1148,0.0794,0.2898,0.0052,0.2353,0.352
Mason Bailey,Walla Walla,JUCO,So,0.535,1301,1301,2027,2026,127,0.3154,0.2466,0.3841,-0.0011,0.229,0.1263,0.0741,0.3148,0.0053,0.239,0.3562
Hudson Espinoza,Blue Mountain,JUCO,Fr,0.38,712,712,2027,2026,114,0.3154,0.245,0.3858,0.0001,0.156,0.1143,0.0702,0.2955,0.006,0.237,0.3552
Tucker Zander,EOU,NAIA,Sr+,0.566,2751,2751,2027,2026,143,0.3153,0.2468,0.3838,-0.0004,0.2381,0.1488,0.0684,0.3213,0.0093,0.2357,0.3619
Noah Kiley,Umpqua,JUCO,Fr,0.39,1264,1264,2027,2026,119,0.3153,0.245,0.3856,0.0004,0.1949,0.1182,0.0646,0.3132,0.006,0.2514,0.3526
Brady Bloss,Centralia,JUCO,So,0.294,4224,4224,2027,2025,97,0.3151,0.2438,0.3864,0.0,0.177,0.1259,0.0658,0.2942,0.0061,0.2284,0.3601
Michael Tsoukalas,Seattle U,D1,So,0.355,7354,7354,2027,2025,90,0.315,0.2444,0.3856,0.0,0.2553,0.1031,0.1174,0.3253,0.0173,0.2567,0.3377
Parker Anderson,Spokane,JUCO,Fr,0.329,1183,1183,2027,2026,91,0.315,0.244,0.3859,-0.0016,0.2046,0.1554,0.0657,0.2948,0.0062,0.2233,0.363
Spencer Kowalski,Centralia,JUCO,Fr,0.422,4227,3398,2027,2025,170,0.315,0.245,0.3849,0.0,0.2411,0.1282,0.0931,0.2956,0.0078,0.2201,0.3531
Brandon Stinnett,Seattle U,D1,Jr,0.652,3677,3677,2027,2026,180,0.3149,0.2474,0.3825,0.0,0.1929,0.0927,0.1094,0.3139,0.0193,0.259,0.3415
Braeden Bellus,Mt. Hood,JUCO,So,0.218,4412,4412,2027,2025,65,0.3149,0.2428,0.387,0.0,0.142,0.1257,0.0755,0.2983,0.0064,0.2389,0.3548
Donavin Crouch,Clackamas,JUCO,Fr,0.367,794,794,2027,2026,108,0.3147,0.2442,0.3853,-0.0001,0.2213,0.1306,0.0713,0.3062,0.0061,0.2327,0.3556
Noah Boria,Lower Columbia,JUCO,Fr,0.259,1018,1018,2027,2026,65,0.3146,0.2429,0.3862,0.0005,0.1444,0.1066,0.0708,0.2975,0.0064,0.2393,0.3533
Braden Jones,Tacoma,JUCO,So,0.522,80,80,2027,2026,92,0.3145,0.2456,0.3834,0.0015,0.1153,0.1059,0.0684,0.3003,0.0075,0.2582,0.3468
Hunter Derr,Spokane,JUCO,So,0.455,1193,1193,2027,2026,155,0.3143,0.2447,0.3839,0.0008,0.0937,0.1072,0.0737,0.2842,0.0056,0.2386,0.3557
Diego Richards,Mt. Hood,JUCO,So,0.627,1040,1040,2027,2026,183,0.3142,0.2464,0.382,0.0007,0.1364,0.0934,0.0802,0.3075,0.005,0.2608,0.3352
Aidan O'Malley,Umpqua,JUCO,So,0.473,4538,4538,2027,2025,209,0.3141,0.2447,0.3835,0.0,0.2076,0.0992,0.0993,0.3101,0.0074,0.2446,0.3338
Noah Cox,Umpqua,JUCO,Fr,0.586,4534,4534,2027,2025,193,0.3141,0.2458,0.3823,0.0,0.1384,0.1146,0.069,0.2899,0.0053,0.2382,0.3513
Will Weber,Yakima Valley,JUCO,So,0.231,1359,1359,2027,2026,56,0.314,0.2421,0.3859,-0.0016,0.2878,0.1045,0.0794,0.3406,0.0063,0.257,0.3467
Ky-Mani Corpuz,Olympic,JUCO,Fr,0.191,4427,4427,2027,2025,55,0.3138,0.2414,0.3861,0.0,0.182,0.111,0.079,0.3052,0.0066,0.2428,0.3494
Jackson Thomsen,Umpqua,JUCO,So,0.602,110,110,2027,2026,168,0.3138,0.2457,0.3818,0.0007,0.171,0.0952,0.0624,0.3239,0.0051,0.265,0.3383
Carlo Cervantes,Chemeketa,JUCO,Fr,0.236,4243,4243,2027,2025,72,0.3138,0.2419,0.3857,0.0,0.1428,0.1085,0.0831,0.3041,0.0065,0.2479,0.3431
Seth Vogt,Treasure Valley,JUCO,So,0.273,1233,1233,2027,2026,70,0.3138,0.2423,0.3852,-0.0021,0.2252,0.116,0.0683,0.3068,0.0062,0.2341,0.359
Nate Kimmel,Tacoma,JUCO,Fr,0.241,1218,1218,2027,2026,59,0.3135,0.2417,0.3853,-0.0013,0.2107,0.1054,0.0859,0.3101,0.0095,0.2474,0.3459
Sam Stem,Gonzaga,D1,Jr,0.503,3781,3781,2027,2025,145,0.3133,0.2442,0.3825,0.0,0.2348,0.0827,0.1575,0.3071,0.0291,0.2498,0.3184
Brody Hubble,Chemeketa,JUCO,Fr,0.516,96,96,2027,2025,180,0.3131,0.2442,0.3821,0.0,0.1361,0.1167,0.0696,0.2999,0.0056,0.2497,0.3437
Cade Hill,Walla Walla,JUCO,So,0.506,1290,1290,2027,2026,130,0.3131,0.244,0.3822,-0.0006,0.2397,0.1079,0.0768,0.3244,0.0076,0.2504,0.3453
Caden Yesford,Columbia Basin,JUCO,So,0.538,843,843,2027,2026,101,0.313,0.2443,0.3818,-0.0007,0.1839,0.1236,0.0931,0.2943,0.0106,0.2368,0.3467
Eoin Buechs,Edmonds,JUCO,Fr,0.225,894,894,2027,2026,54,0.313,0.241,0.385,-0.0,0.2321,0.1038,0.0861,0.3179,0.0096,0.2528,0.3408
Sawyer Enderle,Blue Mountain,JUCO,Fr,0.508,704,704,2027,2026,192,0.3129,0.2439,0.382,-0.0009,0.1629,0.1097,0.0706,0.3006,0.0077,0.2457,0.3502
Adam Fulton,GFU,D3,So,0.586,3423,3423,2027,2026,138,0.3128,0.2445,0.381,-0.0005,0.1544,0.0841,0.0966,0.3173,0.0091,0.2714,0.3332
Maverick Harper,Centralia,JUCO,Fr,0.306,739,739,2027,2026,82,0.3126,0.2414,0.3838,-0.0007,0.21,0.1133,0.1008,0.3065,0.0091,0.2431,0.3386
Taylor Davis,Umpqua,JUCO,Fr,0.517,1262,1262,2027,2026,199,0.3125,0.2435,0.3814,0.002,0.1345,0.092,0.0812,0.2988,0.0077,0.2519,0.3362
Parker Peschel,Clark,JUCO,Fr,0.314,809,809,2027,2026,85,0.3122,0.2411,0.3833,0.0004,0.1665,0.103,0.0848,0.3059,0.0063,0.2462,0.3349
John Dejesus,Grays Harbor,JUCO,So,0.194,4360,4360,2027,2025,56,0.3121,0.2397,0.3844,0.0,0.1792,0.1063,0.0881,0.306,0.0064,0.2448,0.3418
Jean Michael Dejesus,Grays Harbor,JUCO,Fr,0.377,4353,4353,2027,2025,85,0.3121,0.2417,0.3825,0.0,0.172,0.1114,0.087,0.2977,0.0097,0.2408,0.3439
Lana Alvarico,Treasure Valley,JUCO,Fr,0.287,1237,1237,2027,2026,75,0.3119,0.2405,0.3832,-0.0015,0.2495,0.1,0.0721,0.3292,0.0064,0.2556,0.3475
Brayden Sievertsen,Mt. Hood,JUCO,Fr,0.262,605,605,2027,2026,66,0.3119,0.2403,0.3835,-0.0,0.1944,0.1062,0.0756,0.313,0.0064,0.2511,0.3403
Cameron Hale,Pierce,JUCO,Fr,0.586,43,43,2027,2025,196,0.3118,0.2436,0.3801,0.0,0.137,0.0822,0.0927,0.3065,0.0068,0.2642,0.3334
Nathan Fennema,Wenatchee Valley,JUCO,Fr,0.335,4569,4569,2027,2025,117,0.3117,0.2408,0.3825,0.0,0.1647,0.0992,0.0766,0.3135,0.0062,0.2592,0.3387
Moosa Nonomiya,Skagit,JUCO,Fr,0.444,184,184,2027,2025,91,0.3115,0.2417,0.3812,0.0,0.1946,0.1051,0.0791,0.3112,0.0077,0.2503,0.3425
Tristan Schaefer,Umpqua,JUCO,So,0.64,73,73,2027,2026,116,0.3115,0.2439,0.3792,-0.0,0.1667,0.1097,0.0606,0.3185,0.0051,0.265,0.351
Ricky Maya,Shoreline,JUCO,Fr,0.311,1122,1122,2027,2026,84,0.3115,0.2404,0.3826,-0.0013,0.2475,0.0972,0.0755,0.3229,0.0063,0.2504,0.347
Blake Sehorn,Lane,JUCO,So,0.59,4370,4370,2027,2025,182,0.3115,0.2433,0.3797,0.0,0.2188,0.1287,0.081,0.2802,0.0074,0.2072,0.3516
Dillon Butler,Walla Walla,JUCO,So,0.246,4549,4549,2027,2025,76,0.3114,0.2396,0.3832,0.0,0.2338,0.1089,0.0798,0.3194,0.0063,0.2507,0.3426
Greyson Prichard,Olympic,JUCO,Fr,0.408,1064,1064,2027,2026,128,0.3114,0.2413,0.3815,0.0007,0.1818,0.1126,0.062,0.3161,0.006,0.2569,0.3489
Matty Morin,Yakima Valley,JUCO,So,0.455,94,94,2027,2025,194,0.3113,0.2417,0.3809,0.0,0.1594,0.094,0.0726,0.3126,0.0056,0.2604,0.3405
Corbin Goodlake,Walla Walla,JUCO,Fr,0.231,1299,1299,2027,2026,56,0.3113,0.2394,0.3832,-0.0015,0.2424,0.1266,0.0946,0.3001,0.0095,0.232,0.3461
River Schmidt,Shoreline,JUCO,Fr,0.343,1119,1119,2027,2026,97,0.3112,0.2405,0.382,-0.0001,0.1977,0.1141,0.0687,0.2991,0.0062,0.2314,0.352
Christian Mendoza,Blue Mountain,JUCO,So,0.443,700,700,2027,2026,85,0.3111,0.2414,0.3809,-0.0003,0.1885,0.1085,0.0676,0.3003,0.0057,0.2359,0.3524
Ryan Horvath,Treasure Valley,JUCO,Fr,0.517,4519,4519,2027,2025,122,0.311,0.242,0.3799,0.0,0.2725,0.1097,0.0849,0.3259,0.0102,0.2441,0.3423
Nate Jetton,Tacoma,JUCO,So,0.445,1212,1212,2027,2026,149,0.311,0.2413,0.3807,-0.0002,0.2502,0.119,0.0809,0.3175,0.0057,0.2409,0.3472
Kobe Frazier,Grays Harbor,JUCO,So,0.216,970,970,2027,2025,64,0.3109,0.2388,0.383,0.0,0.1935,0.1068,0.0785,0.3124,0.0064,0.2524,0.3428
Alex Elton,Olympic,JUCO,Fr,0.329,4425,4425,2027,2025,114,0.3107,0.2397,0.3816,0.0,0.2153,0.1336,0.0715,0.3065,0.0062,0.2365,0.3501
Xander Iniguez,SW Oregon,JUCO,Fr,0.188,4480,4480,2027,2025,54,0.3106,0.2382,0.383,0.0,0.1772,0.1113,0.0707,0.3068,0.0067,0.2451,0.3438
Garrett Cooper,Lower Columbia,JUCO,Fr,0.541,4393,4393,2027,2025,91,0.3104,0.2416,0.3791,0.0,0.1484,0.1117,0.088,0.2998,0.0081,0.2488,0.3472
Brandon Gonzaga,L&C,D3,Sr,0.774,3327,3327,2027,2026,172,0.3104,0.2441,0.3767,0.0007,0.1273,0.0741,0.0628,0.313,0.0084,0.2736,0.3378
Trevor Devincenzi,Lane,JUCO,So,0.495,973,973,2027,2026,119,0.3101,0.2409,0.3792,0.001,0.1646,0.1275,0.0803,0.295,0.0077,0.2373,0.343
Austin Engels,Skagit,JUCO,Fr,0.426,1143,1143,2027,2026,138,0.3099,0.24,0.3798,0.0005,0.1384,0.1122,0.0726,0.294,0.0059,0.2403,0.3473
Jace Schow,Blue Mountain,JUCO,So,0.234,4198,2762,2027,2025,71,0.3099,0.2379,0.3818,0.0,0.2239,0.121,0.0784,0.3077,0.0063,0.2383,0.3448
Quentin Anguay,Clark,JUCO,Fr,0.564,4270,4270,2027,2025,179,0.3097,0.2412,0.3782,0.0,0.1561,0.116,0.0682,0.2949,0.0069,0.2395,0.344
Keagan Pacheco,Big Bend,JUCO,Fr,0.265,671,671,2027,2026,67,0.3097,0.2381,0.3812,-0.0007,0.1994,0.1059,0.0787,0.311,0.0064,0.2477,0.3429
Aiden Horsley,Lower Columbia,JUCO,Fr,0.261,4394,4394,2027,2025,82,0.3096,0.238,0.3812,0.0,0.1655,0.1005,0.0691,0.31,0.0064,0.2524,0.3416
Cody Martel,SW Oregon,JUCO,Fr,0.228,1170,1170,2027,2026,55,0.3096,0.2376,0.3816,-0.0006,0.1619,0.1102,0.0777,0.3033,0.0065,0.2438,0.3435
Ethan Stewart,Columbia Basin,JUCO,Fr,0.528,4292,4292,2027,2025,178,0.3095,0.2407,0.3784,0.0,0.2514,0.1254,0.0818,0.3019,0.0084,0.2239,0.3447
Rui Kanno,Skagit,JUCO,Fr,0.314,1144,1144,2027,2026,85,0.3095,0.2385,0.3806,0.0001,0.1608,0.1276,0.0709,0.299,0.0063,0.2387,0.3457
Keefer Callaghan,Douglas,JUCO,Fr,0.331,4307,4307,2027,2025,115,0.3092,0.2383,0.3801,0.0,0.1794,0.0996,0.0777,0.3014,0.0062,0.2391,0.3434
TJ Armstrong,Bellevue,JUCO,Fr,0.487,122,122,2027,2025,161,0.3091,0.2398,0.3784,0.0,0.2041,0.1075,0.0903,0.3033,0.011,0.2431,0.3354
Aaron Newton,Skagit,JUCO,Fr,0.294,4463,2972,2027,2025,97,0.3091,0.2379,0.3804,0.0,0.1719,0.1268,0.0629,0.298,0.0063,0.235,0.3501
