name,team,level,class_last,reliability,player_id,canonical_id,season,last_season,last_n,proj_woba,proj_woba_p10,proj_woba_p90,periph_adj,proj_k_pct,proj_bb_pct,proj_iso,proj_babip,proj_hr_pa,proj_avg,proj_obp
Isaiah Villalobos,Big Bend,JUCO,Fr,0.259,666,666,2027,2026,65,0.2869,0.2153,0.3586,-0.0008,0.1765,0.1,0.0748,0.2934,0.0064,0.23,0.3144
Lukas Delisle,PLU,D3,Sr,0.563,4044,4044,2027,2025,118,0.2858,0.2173,0.3543,0.0,0.159,0.071,0.0492,0.3096,0.0071,0.2588,0.3127
Vincent Caringella,Treasure Valley,JUCO,So,0.477,4513,4513,2027,2025,107,0.2856,0.2162,0.355,0.0,0.2057,0.1152,0.0591,0.2814,0.0056,0.2129,0.3238
Drew Rice,Chemeketa,JUCO,Fr,0.309,767,767,2027,2026,83,0.2849,0.2138,0.356,0.0,0.1456,0.0975,0.0797,0.286,0.0063,0.2248,0.3082
Jeb English,Pierce,JUCO,So,0.504,1084,1084,2027,2026,136,0.2845,0.2154,0.3536,-0.0,0.1857,0.107,0.0525,0.2953,0.0055,0.233,0.323
Owen Dirks,Centralia,JUCO,Fr,0.408,746,746,2027,2026,128,0.2845,0.2144,0.3546,0.0005,0.1727,0.1045,0.0618,0.2923,0.006,0.2319,0.3176
Isaac Antunes,Columbia Basin,JUCO,Fr,0.254,4288,4288,2027,2025,79,0.2844,0.2127,0.3561,0.0,0.2098,0.0986,0.0696,0.2966,0.0065,0.2311,0.3135
Tucker Kemph,Grays Harbor,JUCO,Fr,0.369,944,944,2027,2026,109,0.284,0.2135,0.3545,-0.0004,0.1602,0.1159,0.0615,0.2811,0.0061,0.2184,0.3212
Leland Boswell,Clackamas,JUCO,So,0.343,4259,4259,2027,2026,53,0.2839,0.2132,0.3547,-0.0003,0.201,0.1142,0.0583,0.2894,0.006,0.2209,0.3189
Kolby Stribling,Douglas,JUCO,Fr,0.321,859,859,2027,2026,88,0.2824,0.2114,0.3534,-0.0006,0.2417,0.1173,0.0653,0.2858,0.0062,0.2135,0.3205
Kaden Thind,Douglas,JUCO,So,0.329,625,625,2027,2025,114,0.2813,0.2104,0.3523,0.0,0.2251,0.1113,0.0592,0.2819,0.006,0.2103,0.3204
Jack Walters,Douglas,JUCO,So,0.582,868,868,2027,2026,161,0.2805,0.2122,0.3488,-0.0019,0.2797,0.1142,0.0696,0.2994,0.007,0.2164,0.3176
Jake Drogos,Grays Harbor,JUCO,Fr,0.41,952,952,2027,2026,129,0.2754,0.2053,0.3455,-0.0006,0.2173,0.0988,0.0829,0.2809,0.0084,0.2151,0.301
Elijah McNair-Neal,Tacoma,JUCO,Fr,0.303,1221,1221,2027,2026,81,0.274,0.2028,0.3452,-0.0024,0.2927,0.1105,0.0764,0.2744,0.0091,0.2032,0.3068
Cyrus Jespersen,Douglas,JUCO,So,0.533,862,862,2027,2026,98,0.2734,0.2046,0.3422,0.0008,0.1737,0.0968,0.0501,0.2678,0.0054,0.2053,0.3133
Derek Homer,Grays Harbor,JUCO,Fr,0.475,4357,2958,2027,2025,138,0.2728,0.2034,0.3422,0.0,0.2269,0.0932,0.0657,0.2914,0.0057,0.2195,0.302
Andy Paik,Douglas,JUCO,So,0.465,874,874,2027,2026,117,0.2697,0.2001,0.3392,-0.0009,0.2042,0.0945,0.0624,0.2795,0.0056,0.212,0.3037
Kanjiro Fujita,Skagit,JUCO,Fr,0.333,4464,4464,2027,2025,54,0.2674,0.1965,0.3382,0.0,0.1903,0.1017,0.0706,0.2736,0.0078,0.2082,0.2959
Jaxon Marble,Umpqua,JUCO,Fr,0.441,1273,1273,2027,2026,147,0.2645,0.1947,0.3342,0.0002,0.1748,0.0942,0.0746,0.2595,0.0082,0.1967,0.2879
Dominic Kaptur,Olympic,JUCO,Fr,0.461,1070,1070,2027,2026,159,0.2637,0.1942,0.3333,-0.0003,0.1619,0.1038,0.0703,0.2664,0.0081,0.207,0.2922
